"공원번호","공원명","공원개요","면적","개원일","주요시설","주요식물","안내도","오시는길","이용시참고사항","이미지","지역","공원주소","관리부서","전화번호","X좌표(GRS80TM)","Y좌표(GRS80TM)","X좌표(WGS84)","Y좌표(WGS84)","바로가기"
"128","중랑캠핑숲","개발제한구역내 비닐하우스등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험형 공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원입니다.또한 소규모 야외무대 설치등 청소년 중심의 문화중심 공원으로 조성되었습니다.","179666㎥","2010.11.20 ","조경시설  수경시설 : 2900㎡(분수연못 1120 테라스연못 440 계류 720 건천 620) 잔디광장 : 5000㎡(청소년문화존/Wi-Fi) 산 책 로 : 1767㎡(산책로 797 등산로 970) 조경수목 : 82473주(교목 2411 관목 80062) 기타녹지 : 90480㎡(지피식물 6000 잔디 14480 녹지 70000 초화 164000본)       휴양시설  캠 핑 장 : 47면(37200㎡/관리사무소 1동 화장실 1동 식기세척장 1동 운동시설 등)       교양시설  청소년독서실 : 936㎡(2층) 청소년커뮤니티센터 : 390㎡(3층) 생태학습존 청소년문화존 일부 : 24400㎡   관리시설 관리사무소 : 576㎡(공원 196 캠핑장 380/ 스파 화장실 매점 등) 주 차 장 : 68면(청소년문화존 58 가족캠프존 10) 공 원 등 : 136주 (공원등 90 보안등 46) ","","http://parks.seoul.go.kr/cheditor/attach/20111011/oQxtAKls.jpg","지하철 중앙선 양원역 하차 2번출구로 나와서 좌측 방향 5분 거리           망우청소년수련관 지나면 관리사무소 진입  버스(G 지선 B 간선 R 광역 Y 순환) 송곡여고 하차 G 2113 양원역 하차  B 270 양원역 입구 하차   B262 G 2234 70(경기) ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1474","중랑구","서울특별시 중랑구 송림길 160(중랑캠핑숲)/중랑구 망우동 74(청소년체험의숲)","중랑캠핑숲 관리사무소","02-434-4371(중랑캠핑숲)/02-432-2567(청소년체험의숲)","209617.529","456301.471","127.1093075","37.6049896","http://parks.seoul.go.kr/template/sub/JungnangCampGround.do"
"1001","솔밭근린공원","솔밭공원은 서울 유일의 평지형 소나무 군락지로 약 100년생 소나무 1000여주가 집단적으로 자생하고 사유지를 강북구가 서울시 예산을 일부 지원받아 160여억원을 들여 토지를 매입하고 공원을 조성하게 되었다.  2004. 1월 개원한 솔밭공원은 34955㎡의 부지에 주민들을 위한 각종 조경ㆍ문화ㆍ운동시설을 갖춘 도심 속 쉼터이자 인근 우이동 수유동 주민들의 산책로로 각광 받고 있다. 이곳은 자생하고 있는 소나무를 최대한 보존한 가운데 실개울 생태연못 그늘시렁 산책로 등 조경시설 배드민턴장 건강지압보도 등 운동시설 장기바둑쉼터 어린이놀이터 등 휴식시설 야외무대 놀이마당 조형물 등 문화시설 등을 갖추어 시민들을 위한 생태문화공원으로 꾸몄다. 조용히 사색과 산책을 즐길 수 있는 공원이 절대부족한 서울의 현실을 감안할 때 솔향 은은한 아름다운 솔숲을 거닐며 편안한 휴식과 문화를 체험할 수 있는 솔밭공원은 복잡한 도심의 일상에 지친 시민들이 즐겨 찾는 서울의 새로운 명소가 되고 있다. 최근(2009. 7)엔 실개울과 생태연못 벽천 야생화 산책로 등으로 꾸민 자연학습 생태체험장을 조성했다.   ","34955㎡","2004.1.28","조경시설 : 실개울 벽천 분수 생태연못 그늘시렁 등 편의시설 : 화장실 음수대 등 관리시설 : 관리사무소 공원등 안내표지판 등 기반시설 : 놀이마당 배드민턴장 어린이놀이터 산책로 데크광장 ","수 목 : 소나무 진달래 초 화 : 감국 관중 금낭화 꽃무릇 꽃창포 비비추 원추리 노루오줌 둥글레 매미꽃 맥문동 바위취 벌개미취 범부채 복수초 붓꽃 비비추 패랭이 송악 옥잠화 은방울꽃 하늘매발톱 등 30종 ","http://parks.seoul.go.kr/cheditor/attach/20110613/zkpjOxqn.jpg","지하철 4호선 수유역 : 8번출구 → 간선버스(파란색) 120 153 이용 다섯정거장 후 덕성여대앞 하차 버스(G 지선 B 간선 R 광역 Y 순환) 삼양동사거리 삼양초등학교 화계사입구 B 109 144 수유사거리 R 1144 화계사입구 빨래골입구 솔샘사거리 R 1166 승용차 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1526","강북구","서울특별시 강북구 우이동 80번지 일대","강북구청 푸른도시과","02-901-6939","201038.122","461453.329","127.0116241","37.652331",""
"1002","금천체육공원(관악산)","금천체육공원은 체육시설이 잘 갖추어진 공원으로 지역주민들의 건강에 많은 도움을 주고 있으며 농구장 배드민턴장 정자 조합놀이대 시설과 광장 및 야외무대가 설치되어 있다.","18083㎡","2001.6.1","야외무대 농구장 배드민턴장 그날막 조합놀이대 연못 장승 목재데크 황토길 지압로 분수","","http://parks.seoul.go.kr/cheditor/attach/20110613/GfEhUMRI.jpg","지하철 1호선 독산역 : 1번출구 * 마을버스정류장 - 금천08 마을버스 탑승 - 구민문화체육센터 하차 - 금천구민문화체육센터 * 뒷길로 올라가다 오른쪽 계단 올라가면 체육공원 (1번 출구 나와 횡단보도 건넌 후 파리바게트에서 T world 쪽으로 걸으면 버스정류장) 뒷길 (금천08마을버스 내리면 오른쪽 주차장이 있는데 그 길로 가면 올라가는 길보임.)  버스(G 지선 B 간선 R 광역 Y 순환) 독산정훈단지 앞에서 하차 → 정심초등학교 방면 15분 R 505 독산4동 주민센터 앞에서 하차 → 정심초등학교 방면 10분 B 5620 5619  승용차 시흥사거리 - 은행나무사거리에서 20M도로로 좌회전 - 좌회전 후 직진 시흥4동사거리에서 우회전 (산기슭공원.남부여성발전센터.홍일초등학교 방면 ) (금천구민 문화체육센터 금천구립정보도서관 표지판보임) - 산기슭공원 삼거리 에서 좌회전 (남부여성 발전센터 지나 홍일초등학교에서 좌회전) - 오른쪽 길 따라 직진 문교초등학교 지나면 체육공원 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1527","금천구","서울특별시 금천구 독산동 산118-4(금천체육공원)","금천구청 공원녹지과","02-2627-1664 ","191893.277","440957.771","126.908681","37.468164",""
"1003","금천폭포근린공원","서울시 서남부에 위치하여 경기도에서 서울도심으로 진입하는 관문 성격의 교통 요충지로 박미고개길의 자연 지형을 이용하여 경사면에 인공폭포를 조성하고 상부는 문화회관과 공원시설을 하부는 연못 형태의 수조가 있으며 인공폭포는 시계지역을 지나는 차량과 사람들에게 청량감을 심어주고 랜드마크적인 요소를 강하게 부각시켜 보행자 뿐아니라 운전자에게 도심지로 진압하는 관문으로 인식시키고 문화회관 및 휴게공간은 지역 주민들에게 생활권 거점 공원으로 이용되고 있다.","4835㎡","2008.10.20","문화회관 2020㎡ 인공폭포(L30 x H12m) 공원시설 전망대 등","수 목 : 장송 왕벚나무 단풍나무 산수유 배롱나무 황매화 남천 등 초 화 : 비비추 벌개미취 노루오줌 맥문동 옥잠화 돌단풍 금낭화 등","http://parks.seoul.go.kr/cheditor/attach/20110613/QBtQmlvB.jpg","지하철 1호선 금천구청역 : 1번출구 - 금천04 마을버스 탑승 - 금천폭포공원 하차 - 도로건너 천주교 시흥동 성당 옆 - 금천폭포공원(15분) 버스(G 지선 B 간선 R 광역 Y 순환) 시흥 -> 안양 방면 : 버스정류장 (중앙차선) 버스 탑승후 금천폭포공원 정류장 하차 G B R 5. 150. 500. 5530. 5531. 5618. 5623. 5625. 5713 등 안양 -> 시흥 방면 : 버스정류장 (중앙차선) 버스 탑승후 금천폭포공원 정류장 하차 G B R 5530. 5531. 5625. 5626. 5713. 5623 승용차 시흥사거리 - 안양방면으로 가면 (우측 시흥 홈플러스 지나) - 금천폭포공원 버스정류장에서 좌회전 (우측 조선냉장) - 좌회전 후 첫번째 골목으로 우회전 - 우회전 후 직진 금천폭포공원 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1528","금천구","서울특별시 금천구 시흥대로38길 61(시흥동 937-2)","금천구 공원녹지과","02-2627-1652 ~ 7","191527.957","438576.169","126.9040127","37.4468663",""
"1004","만수천공원(관악산)","자연생태 체험교실 숲에서 놀자!! 등 자연체험 프로그램이 진행되는 생태연못(습지) 미네랄이 함유된 약수터 운동 공간인 배드민턴장 2개소와 휄스형 체육시설 에어로빅 등 생활체육 프로그램이 운영되는 다목적 광장 또한 산벚나무 복자기 노루오줌 옥잠화 등 다양한 수목과 야생초화가 식재되어 있어 금천구민들이 휴식 및 운동공간으로 즐겨 찾는 도심속의 공원임.","19650 ㎡","2008.9.12","체육시설 : 생활체육시설 독산테니스장(8면) 배드민턴장(2개소) 다목적 광장 편익시설 : 정자(3동) 화장실(2개소) 만수천 약수터","수 목 : 산벚나무 산사나무 복자기 산딸나무 팥배나무 생강나무 등 초 화 : 비비추 벌개미취 노루오줌 쑥부쟁이 옥잠화 돌단풍. 맥문동 감국 등 ","http://parks.seoul.go.kr/cheditor/attach/20110614/EibneElL.jpg","지하철 1호선 독산역 : 1번출구 - 금천08 마을버스 탑승 - 독산3동 주민센터 하차 - 난곡방면 200m 우측 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 버스(G 지선 B 간선 R 광역 Y 순환) G 5525 독산3동 주민센터 하차 - 난곡방면 200m 우측 독산고등학교 - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 승용차 시흥사거리 - 독산사거리 - 독산사거리에서 우회전 - 독산동길(20m) 까지 직진 - 독산동길(20m) 삼거리에서 좌회전 - 문성골길 삼거리에서 우회전(독산고 방향) - 독산고등학교 옆 현대수퍼팬시 골목길 - 영남초등학교 정문과 독산고등학교 사잇길로 올라감 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1529","금천구","서울특별시 금천구 독산동 산8 일대","금천구 공원녹지과","02-2627-1662~6","192002.970","441678.841","126.9090028","37.4734274",""
"1005","발바닥공원","면적 1만 5520㎡의 도봉구 발바닥공원은 마른하천인 방학천을 따라 방학3동 270-1번지 일대에 조성된 생태공원이다. 1960년대 중반 형성되기 시작한 무허가 판자촌 130여동을 헐어내고 4년여간의 공사 끝에 2002년 5월 문을 열었다. 쓰레기와 오물 악취가 풍기는 기피 장소였던 방학천 일대가 구민들의 사랑을 독차지하는 쉼터로 재탄생하게 된 것이다. 왜 하필 발바닥 공원일까. 지저분한 판자촌에서 녹색 공원으로 변신한 운명과 닮아서다. 평소 하찮게 여기다 최근 중요성을 인정받고 있는 우리몸의 발바닥과 비슷하다고 해서 붙여졌다. 문을 연지 10년이 지난 지금 발바닥공원은 연산군묘 도봉산 옹기민속박물관 등과 어깨를 나란히 하며 도봉구 10대 명소로 꼽히고 있다.","7000㎡","2002","기반시설 : 산책로 조경시설 : 관상용식수대 그늘시렁 연못 휴양시설 : 정자 운동시설 : 체력단련시설 편익시설 : 화장실 지압보도 관리시설 : 도봉환경교실","수 목 : 소나무 측백나무 조팝나무 덜꿩나무 감국 등 초 화 : 야생 초화류 31종 꽃창포 검정말 수련애기부들 비비추 돌단풍 등 습지식물 비비추 벌개미취 노루오줌 쑥부쟁이 옥잠화 돌단풍. 맥문동 감국 등 ","http://parks.seoul.go.kr/cheditor/attach/20110614/IMABqSmN.jpg","지하철 1호선 4호선 창동역 : 1번출구 - G 1119 : 방학3동사무소 하차 4호선 쌍문역 : 2번출구 - G 1125 : 쌍문청구아파트 하차  버스(G 지선 B 간선 R 광역 Y 순환) G 1119  방학3동사무소 하차 1125 : 쌍문청구아파트 하차  승용차 고속터미널 → 반포대교북단영동대교방면우측 → 잠실대교한남동우측고가도로 → 성수대교동부간선도로 우측 → 동부간선지하차도→ 방학사거리 → 성원아파트 → 발바닥공원  주차장 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1530","도봉구","서울특별시 도봉구 시루봉로6길 33","공원녹지과","02-2091-3772","202607.063","462217.976","127.031982","37.6597135",""
"1006","월천근린공원","창동 주공18단지와 19단지 사이에 위치한 공원으로 1980년도 창동 일대가 아파트 단지로 개발되면서 기부채납되어 조성된 근린공원이다.","10712㎡","1988","기반시설 : 산책로 조경시설 : 관상용식수대 그늘시렁 연못 휴양시설 : 정자 장의자 운동시설 : 배드민턴장 체력단련시설 유희시설 : 그네 미끄럼틀 시솔 조합놀이대 등 편익시설 : 화장실 음수대 관리시설 : 공원등 안내판","수 목 : 메타세콰이어 측백나무 조팝나무 덜꿩나무 꽃창포 비비추 돌단풍 등","http://parks.seoul.go.kr/cheditor/attach/20110614/XARMTNdM.jpg","지하철 1호선 녹천역 → 321m걷기 A 월천근린공원  버스(G 지선 B 간선 R 광역 Y 순환) G 1120 1144  상계주공18단지 하차 G 1157 1133  녹천역 북부역 하차  승용차 시청 → 세종로사거리 우측 → 종로5가 이화사거리 → 혜화동사거리 → 월계로(지하차도) → 월계4동사무소앞 → 월계역입구 → 녹천교 → 녹천역입구 → 월천근린공원  주차장 주차장이 없으므로 대중교통을 이용하시기 바랍니다. ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1531","도봉구","서울특별시 도봉구 창동 28번지","공원녹지과","02-2091-3756","204487.705","204487.705","127.0509895","37.6473889",""
"1007","용두근린공원","동대문구내 근린공원부지 하부를 활용 폐기물 처리시설로 설치?운영하는 계획에 따라 상부를 공원으로 활용 주변 여건과 조화로운 친환경적인 공원을 조성하여 지역주민을 위한 휴게 문화 운동 등 다양한 옥외 활동 및 정서함양을 위한 장을 마련하는 공간","17182㎡","2010.3.25","조경시설 : 연못 계류 분수 그늘시렁 편의시설 : 음수대 휴게소 야외전시장 야외전시벽 놀이터 관리시설 : 공원안내판 관리동 기반시설 : 도로 진입광장 휴게광장 ","수 목 : 소나무 상수리 졸참 신갈 팥배 생강 산벚 찔레 국수 병꽃 산초 진달래 초 화 : 구절초 맥문동 비비추 송악 수호초 원추리 등 수생식물 : 수련 어리연꽃 물옥잠 창포 애기부들 줄 ","http://parks.seoul.go.kr/cheditor/attach/20110614/NixZObSP.jpg","지하철 2호선 용두역 : 4번출구 도보 1분  버스(G 지선 B 간선 R 광역 Y 순환) G 130 145 300 303 370 721  동대문구청 앞 하차 G 2015 2112 동대문구청 앞 하차 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1532","동대문구","서울특별시 동대문구 용두동 34-1번지 일대","동대문구 공원녹지과","02-2127-4772","203459.991","452629.847","127.0390042","37.5732791",""
"1008","상암근린공원","상암근린공원은 15000세대 43000명 거주 규모로 사업시행중인 상암택지개발지구 중심에 위치하고 있어 접근성이 편리하고 이용인구가 많으며 2000. 9. 27자로 공원조성 완료되어 산책로 생태연못 관리사무소 화장실 등 기반시설이 잘 갖추어져 있습니다. 광장과 상암산 및 기 조성된 기반시설이 한곳에 모여 있어 이용동선이 짧고 생태연못을 활용한 수생동식물 관찰 등 생태학습프로그램을 운영하고 있습니다. 관리사무소 내에는 유모차대여소 모유수유소가 설치되어 있으며 여성이 산책하기 편리하고 CCTV 비상벨 등이 설치되어 있어 2010년 하반기 ‘여행(女幸)공원’으로 지정되었습니다.","160349.3㎡","2006.1.1","조경시설 : 생태연못 생태습지 암석원 그늘시렁 정자 등 편의시설 : 화장실 연식의자 등 관리시설 : 종합안내판 공원등 관리사무소 모유수유실 유모차대여소 등 기반시설 : 운동기구(어깨손목돌리기 등 7종 10조) ","수 목 : 느티나무 서어나무 은행나무 중국단풍 청단풍 측백나무 쥐똥나무 조팝나무 등 초 화 : 수생식물(노랑어리연 수련 노랑꽃창포 생이가래 부래옥잠 등)","http://parks.seoul.go.kr/cheditor/attach/20110614/nrXodvpJ.jpg","지하철 6호선 디지털미디어시티역 : 2번출구 버스이용 약5분 6호선 마포구청역 : 1번출구 버스이용 10분 버스(G 지선 B 간선 R 광역 Y 순환) B 670  서부면허시험장 앞 하차 B 710 171 771 670  상암고등학교 앞 하차 도보5분 G 7011 7016  서부면허시험장 앞 하차 G 6715 7013A 7013B 7711 7715  상암고등학교 앞 하차 도보5분 G 마을버스 8번 15번 서부운전면허시험장 앞 하차(상지초등학교쪽 입구 방향) G 마을버스 8번 4단지입구 앞 하차(상암산 입구 방향) 승용차 서부면허시험장 앞 강변북로 일산방향 : 월드컵공원 방면 우측방향 → 난지천공원입구 → 서부면허시험장 방면 우회전 강변북로 성산대교북단 → 마포구청 방면 → 월드컵경기장 연신내역 방향 → 난지천공원입구 → 서부면허시험장 방면 우회전 주차장 공원입구 주차가능(10대) ","일반사항 평지형 공원으로 공원 입구 옆 10대 주차가능한 주차장이 있으며 무료로 공원이용프로그램을 운영하고 있으며 선착순 접수를 받고 있습니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1533","마포구","서울특별시 마포구 상암동 1761","마포구청 공원녹지과","02-3153-9553","189914.616","453044.909","126.8859012","37.5760106",""
"1009","와우근린공원","마포팔경 중에 하나(우산목적:牛山牧笛일-와우산에 은은히 들려오는 목동들의 피리소리)인 와우산은 소가 누워있는 모양으로 풍수지리설에 의하면 예전에 큰 소가 길마는 무악에다 벗어놓고 굴레는 북아현동 163번지 남쪽 네거리에 벗은 다음 여물통은 하수동 132-2번지 앞에 두고 서강을 향하여 내려가다가 누워서 뿔은 서강초등학교 자리 머리부분은 서강시민아파트 엉덩이는 와우시민아파트 자리에 있었던 데서 유래되었다 한다 와우배수지 상부에 다양한 시설을 갖춘 체육공원에서 가족단위의 운동을 즐길 수 있으며 체육공원 뒤로 자연적인 숲을 따라 산책하면 약수터를 지나 자연학습관찰원으로 이어져 휴식과 체력단련을 동시에 즐길 수 있다.","87432.4㎡","1940.3.12","배드민턴장 약수터 농구장 조깅트랙 체력단련장 지압보도 광장","","http://parks.seoul.go.kr/cheditor/attach/20110616/nKNnpOVO.jpg","지하철 2호선 신촌역 : 7번출구 도보 약 10분 2호선 홍대입구역 : 4번출구 도보 약 10분 6호선 상수역 : 2번출구 도보 약 10분 버스(G 지선 B 간선 R 광역 Y 순환) B 273 삼진제약 앞 하차 G 7011 삼진제약 앞 하차 승용차 홍대정문앞 홍대정문앞 → 신촌역 방향으로 약400m 정도 지나 산울림소극장앞 4거리 우회전 → 약70m 직진 주차장 공원내 별도 주차장이 마련되어 있지 않음 ","일반사항 산지형 공원으로 별도로 공원내 주차장이 없으며 무료로 실내배드민턴장 농구장 게이트볼장을 시민 누구나 사용하실 수 있습니다.  공통사항 실내배드민턴장 이용시간 : 새벽 6시 ~ 밤 10시 ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1534","마포구","서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산)","마포구청 공원녹지과","02-3153-9553","193826.626","450327.299","126.9289936","37.5517298",""
"1010","금호근린공원","지형의 단차를 이용하여 조성된 공원으로 하층부에는 체육관이 조성되어 있고 건물의 옥상층과 상층부 공원부지를 연결하여 한정된 지형을 입체적으로 활용한 공원이다. 공원 하층부 다목적 체육관은 연면적 660.33㎡ 지상2층 규모로 화장실 탈의실 샤워실 등의 부속시설을 설치하여 이용 주민들에게 편익을 제공하고 있으며 상층부 공원부지에는 중앙광장 휴게공간 운동공간 전망데크 등의 설치로 멀리 한강을 전망하고 자연관찰 운동 등 지역 주민의 여가생활과 커뮤니티장으로 제공되고 있다. ","13467㎡   ","1976.5.3 ","체육관 경로당 청소년 문화회관 어린이집 그늘시렁 음수대 평의자 등의자 운동시설물 공원등 종합안내간판 등 ","수 목 : 소나무 서양측백 선주목 때죽나무 이팝나무 청단풍 왕벗나무 눈주목 사철나무 등 초 화 : 구절초 꽃범의 꼬리 노랑꽃창포 벌개미취 비비추 수호초 옥잠화 원추리 등","http://parks.seoul.go.kr/cheditor/attach/20110614/CRxylMNg.jpg","지하철 3호선 금호역 : 1번출구 두산아파트 정문 옆 골목 100m 5호선 신금호역 : 1번출구 G 마을버스 5번 승차후 금호동 3가 동사무소 앞 하차  버스(G 지선 B 간선 R 광역 Y 순환) G B 110A 110B 2016 2233 2411 7212 421 241A 241B  금남시장하차(금호역 방향 도보 10분) ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1535","성동구","서울특별시 성동구 장터1길 18","성동구청 공원녹지과","02-2286-5657","201676.873","449998.940","127.0189457","37.5494726",""
"1011","달맞이근린공원","달맞이공원은 옥수동 미타사와 현대아파트가 있는 뒷산으로 예전부터 정월 보름에 주민들이 이곳에 올라가 달을 맞이하였다하여 붙여진 이름이며 한강변에 우뚝선 바위산으로 한강을 가깝게 바라볼 수 있다.  영화 ‘ing'의 촬영지로도 유명하지만 뚝섬부터 한남대교가 내려다 보이는 야경이 일품인 곳이다.","46871㎡","2007.12.2","경로당 어린이놀이터 배드민턴장 화장실 음수대 공원등","수 목 : 아카시아 개나리 스트로브잣나무 느티나무 은행나무 단풍나무 무궁화 영산홍 자산홍 회양목 등 초 화 : 줄사철 맥문동 비비추 등","http://parks.seoul.go.kr/cheditor/attach/20110615/yTaBxwRt.jpg","지하철 3호선 국철 옥수역 3번출구 강변풍림아이원아파트 방향 도보로 10분  버스(G 지선 B 간선 R 광역 Y 순환) G 성동01 성동09 옥수역 하차 강변풍림아이원아파트 방향 도보로 10분 G B 110B 241A 241B 421 2016 2233 2411 7212 금옥초등학교 앞 하차 ","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1536","성동구","서울특별시 성동구 옥수동 산1-1","성동구청 공원녹지과","02-2286-5657","201846.361","449360.929","127.0212054","37.543564",""
"1012","문정근린공원","1993년 부곡~도농간 철도계획의 취소로 미정비된 상태로 이용되었던 철도부지를 2004년~2009년까지 점차 공원으로 조성하여 송파구 도심내 거점녹지축 및 시민의 건전한 휴식공간으로 조성","49972㎡","2006.3","조경시설 : 바닥분수 초가정자 사각정자 휴게벤치 등 기반시설 : 경화토포장로 마사토산책로 등 ","수 목 : 소나무 메타세콰이아 은행나무 등 38종 30966주","","지하철 8호선 문정역 : 2번출구 도보로 3분  버스(G 지선 B 간선 R 광역 Y 순환) G 3418 3219 3417 3422 3011 B 5 301 461  승용차 강변북로 → 잠실대교 → 송파대로 → 문정역  주차장 주차가능 수 : 100대 주차장이용시간 : 24시간 운영 ※ 주차요금 정기권은 할인이 되지 않습니다. ","공원을 깨끗하게 이용합시다. 대중교통을 이용해주세요. 기념물 시설물 풀과 나무를 보호합니다. 야생동물보호를 위해 음식물 반입을 금지합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여주시기 바랍니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1537","송파구","서울특별시 송파구 문정동 18-4","송파구청 공원녹지과","02-400-0978","211543.221","443164.673","127.1275819","37.4862156",""
"1014","문화예술공원","양재 시민의숲 제3구역에 조성된 문화예술공원은 1993년 3월에 착공하여 1994년 10월에 완공된 공원으로 연간 14만여명이 이용하는 도심속의 소중한 녹지공간이다. 공원 중앙에 위치한 잔디광장(3500㎡)에서는 많은 시민들이 피크닉 등을 즐기는 여가선용 및 휴식 장소로 이용하고 있으며 양재천으로 이어지는 길을 따라 각종 레포츠 및 달리기 등을 할 수 있다.","74385㎡","1994.10.25","놀이마당 중앙광장 잔디광장 야외무대 원두막 1동 조각작품 12개소 모래놀이터 등 ","","http://parks.seoul.go.kr/cheditor/attach/20111025/pBwjtNDx.jpg","지하철 3호선 양재역 : 7번출구  버스(G 지선 B 간선 R 광역 Y 순환) G 마을버스 8번 문화예술공원 정류장에서 하차  승용차  주차장 주차가능 수 : 0대  기타","일반사항 공원을 깨끗하게 이용합니다. 대중교통을 이용해 주세요. 기념물 시설물 풀과 나무를 보호합니다. 야영 취사행위 및 불을 피우지 않습니다. 애완동물은 목줄을 채우고 배설물은 스스로 치웁니다. 음주/가무/소란행위를 하지 않습니다. 쓰레기는 되가져 가시기 바랍니다. ","http://parks.seoul.go.kr/file/info/view.do?fIdx=1539","서초구","서울특별시 서초구 바우뫼로12길 40 (양재동)","서초구청 공원녹지과","02-2155-8601","202696.912","440809.136","127.030517","37.467654",""
