학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000002829,대구구암초등학교,초등학교,1995-09-01,공립,본교,운영,대구광역시 북구 구암동 694-1,대구광역시 북구 학정로 245,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9281013,128.5577604036,2021-03-25,7001220,한국교원대학교
B000012067,단국대학교사범대학부속고등학교,고등학교,1983-12-26,사립,본교,운영,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.4956174948,127.0577682282,2021-03-25,7001220,한국교원대학교
B000004405,서운초등학교,초등학교,1927-04-10,공립,본교,운영,경기도 안성시 서운면 동촌리 146-2,경기도 안성시 서운면 서운초교길 24,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,36.9464627181,127.2549897714,2021-03-25,7001220,한국교원대학교
B000001894,서울불광초등학교,초등학교,1962-04-18,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.6134294463,126.9307187122,2021-03-25,7001220,한국교원대학교
B000002722,죽성초등학교,초등학교,1957-04-16,공립,본교,운영,부산광역시 기장군 기장읍 죽성리 86,부산광역시 기장군 기장읍 죽성로 270,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.2427562704,129.2436029474,2021-03-25,7001220,한국교원대학교
B000010997,안민중학교,중학교,2007-03-01,공립,본교,운영,경상남도 창원시 성산구 안민동 663-4,경상남도 창원시 성산구 안민로160번길 11,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.1836541559,128.6933756933,2021-03-25,7001220,한국교원대학교
B000011664,나주상업고등학교,고등학교,1967-03-08,공립,본교,운영,전라남도 나주시 청동 88-1,전라남도 나주시 함박산길 23-4,8490000,전라남도교육청,8531000,전라남도나주교육지원청,2013-11-29,2020-09-22,35.0426959396,126.7224109554,2021-03-25,7001220,한국교원대학교
B000007920,수동초등학교,초등학교,1920-04-10,공립,본교,운영,경상남도 함양군 수동면 화산리 1097,경상남도 함양군 수동면 연화산길 18-1,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2020-09-22,35.5232717275,127.7909027631,2021-03-25,7001220,한국교원대학교
B000002816,대구중리초등학교,초등학교,1954-04-01,공립,본교,운영,대구광역시 서구 이현동 48-145,대구광역시 서구 국채보상로 135,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8697138314,128.5454392,2021-03-25,7001220,한국교원대학교
B000008318,봉영여자중학교,중학교,1951-10-08,사립,본교,운영,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5092159752,126.8601984259,2021-03-25,7001220,한국교원대학교
B000009722,백학중학교,중학교,1962-04-02,공립,본교,운영,경기도 연천군 백학면 두일리 568-2,경기도 연천군 백학면 두일로 79,7530000,경기도교육청,7701000,경기도연천교육지원청,2013-11-29,2020-09-22,38.0267150752,126.9083579131,2021-03-25,7001220,한국교원대학교
B000002854,대구북부초등학교,초등학교,1995-09-01,공립,본교,운영,대구광역시 북구 동천동 880,대구광역시 북구 동천로 20,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9334796473,128.5592140247,2021-03-25,7001220,한국교원대학교
B000010913,이서중학교,중학교,1952-05-15,사립,본교,운영,경상북도 청도군 이서면 서원리 331-3,경상북도 청도군 이서면 학산1길 22,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-22,35.6624946716,128.6684614384,2021-03-25,7001220,한국교원대학교
B000013549,충현고등학교,고등학교,1997-03-05,공립,본교,운영,경기도 광명시 소하동 991-1,경기도 광명시 오리로348번길 62,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.4329599594,126.8845280719,2021-03-25,7001220,한국교원대학교
B000011564,정선정보공업고등학교,고등학교,1951-09-01,공립,본교,운영,강원도 정선군 정선읍 북실리 765-1,강원도 정선군 정선읍 용담샛길 2,7800000,강원도교육청,7921000,강원도정선교육지원청,2013-11-29,2020-09-22,37.3804561211,128.6471346072,2021-03-25,7001220,한국교원대학교
B000002289,서울논현초등학교,초등학교,1972-11-23,공립,본교,운영,서울특별시 강남구 논현동 168,서울특별시 강남구 강남대로120길 33,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5084232,127.0262229106,2021-03-25,7001220,한국교원대학교
B000008927,풍암중학교,중학교,2000-03-02,공립,본교,운영,광주광역시 서구 풍암동 1098,광주광역시 서구 풍암순환로 51,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1223590426,126.8781231485,2021-03-25,7001220,한국교원대학교
B000002734,대구수창초등학교,초등학교,1907-07-13,공립,본교,운영,대구광역시 중구 수창동 73,대구광역시 중구 달성로22길 30,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.87429166,128.5834452554,2021-03-25,7001220,한국교원대학교
B000002281,서울구룡초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.4811973926,127.0517714355,2021-03-25,7001220,한국교원대학교
B000012210,대곡고등학교,고등학교,2003-03-03,공립,본교,운영,대구광역시 달서구 도원동 1459,대구광역시 달서구 도원남로 80,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8032373605,128.5368570279,2021-03-25,7001220,한국교원대학교
B000012106,광명고등학교,고등학교,1989-03-01,사립,본교,운영,부산광역시 영도구 동삼동 226-118,부산광역시 영도구 와치로 131,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0836654934,129.0646045438,2021-03-25,7001220,한국교원대학교
B000002808,대구두류초등학교,초등학교,1986-03-11,공립,본교,운영,대구광역시 서구 내당동 211-1,대구광역시 서구 달구벌대로357길 22,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8616155185,128.5599761,2021-03-25,7001220,한국교원대학교
B000023177,구산고등학교,고등학교,2015-03-01,공립,본교,운영,경상남도 김해시 구산동 396,경상남도 김해시 가야로 311,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.2504435908,128.8756694063,2021-03-25,7001220,한국교원대학교
B000003204,광주용산초등학교,초등학교,1998-02-05,공립,본교,운영,광주광역시 동구 용산동 180,광주광역시 동구 화산로 334,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.1187678230,126.9316526091,2021-03-25,7001220,한국교원대학교
B000002089,서울독립문초등학교,초등학교,1957-09-28,공립,본교,운영,서울특별시 종로구 무악동 46-82,서울특별시 종로구 통일로12길 23,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5742155272,126.9599721998,2021-03-25,7001220,한국교원대학교
B000005115,장평초등학교,초등학교,1954-02-02,공립,본교,운영,강원도 평창군 용평면 장평리 404-1,강원도 평창군 용평면 갈정지길 35-43,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2020-09-22,37.5925637283,128.4107168781,2021-03-25,7001220,한국교원대학교
B000022762,서울공진초등학교,초등학교,1992-11-05,공립,본교,운영,서울특별시 강서구 마곡동 730-676,서울특별시 강서구 마곡서로 33,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55780477,126.8226103516,2021-03-25,7001220,한국교원대학교
B000013266,이서고등학교,고등학교,1970-05-15,사립,본교,운영,경상북도 청도군 이서면 서원리 331-3,경상북도 청도군 이서면 학산1길 22,8750000,경상북도교육청,8911000,경상북도청도교육지원청,2013-11-29,2020-09-22,35.6624946716,128.6684614384,2021-03-25,7001220,한국교원대학교
B000002314,서울영화초등학교,초등학교,1962-09-03,공립,본교,운영,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 3,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.5089081141,126.9329735477,2021-03-25,7001220,한국교원대학교
B000003866,안양관악초등학교,초등학교,2000-03-01,공립,본교,운영,경기도 안양시 동안구 관양동 367-2,경기도 안양시 동안구 일동로 201,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.4066485536,126.9681913710,2021-03-25,7001220,한국교원대학교
B000005883,대술초등학교,초등학교,1931-06-01,공립,본교,운영,충청남도 예산군 대술면 화천리 372-2,충청남도 예산군 대술면 원농리길 12,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.6566797742,126.8960835366,2021-03-25,7001220,한국교원대학교
B000007609,벽방초등학교,초등학교,1922-04-15,공립,본교,운영,경상남도 통영시 광도면 안정리 1058,경상남도 통영시 광도면 안정로 815,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2020-09-22,34.9484546373,128.4099256560,2021-03-25,7001220,한국교원대학교
B000012767,치악고등학교,고등학교,2005-03-01,공립,본교,운영,강원도 원주시 관설동 1798-1,강원도 원주시 치악고교길 16,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3157646821,127.9585892,2021-03-25,7001220,한국교원대학교
B000005161,장흥초등학교,초등학교,1955-04-20,공립,본교,운영,강원도 철원군 동송읍 장흥리 238-5,강원도 철원군 동송읍 태봉로 2017,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.1933713147,127.2668579426,2021-03-25,7001220,한국교원대학교
B000004389,안성초등학교,초등학교,1902-09-15,공립,본교,운영,경기도 안성시 구포동 170,경기도 안성시 혜산로 13,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.0122700979,127.2725354182,2021-03-25,7001220,한국교원대학교
B000007152,영천초등학교,초등학교,1911-09-01,공립,본교,운영,경상북도 영천시 금노동 504-1,경상북도 영천시 천문로 253,8750000,경상북도교육청,8821000,경상북도영천교육지원청,2013-11-29,2020-09-22,35.9617556008,128.9314309329,2021-03-25,7001220,한국교원대학교
B000011718,한국생명과학고등학교,고등학교,1933-04-20,공립,본교,운영,경상북도 안동시 옥동 1230,경상북도 안동시 하이마로 385,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.5504490216,128.6877645958,2021-03-25,7001220,한국교원대학교
B000013202,성희여자고등학교,고등학교,1985-03-01,사립,본교,운영,경상북도 안동시 정하동 산102-1,경상북도 안동시 강남로 246,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.5515310931,128.7291441775,2021-03-25,7001220,한국교원대학교
B000013195,경일고등학교,고등학교,1972-12-26,사립,본교,운영,경상북도 안동시 신안동 51,경상북도 안동시 치이골길 46,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.57569842,128.7378294628,2021-03-25,7001220,한국교원대학교
B000013530,보문고등학교,고등학교,1975-03-05,사립,본교,운영,광주광역시 광산구 운수동 308,광주광역시 광산구 어등대로529번길 37,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1538630655,126.7768704890,2021-03-25,7001220,한국교원대학교
B000002807,대구내서초등학교,초등학교,1988-10-20,공립,본교,운영,대구광역시 서구 내당동 11-33,대구광역시 서구 달구벌대로371길 35,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.8638196375,128.5667600041,2021-03-25,7001220,한국교원대학교
B000005327,세성초등학교,초등학교,1936-04-01,공립,본교,운영,충청북도 충주시 살미면 세성리 147,충청북도 충주시 살미면 매남이길 31,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2020-09-22,36.90479486,127.9692481680,2021-03-25,7001220,한국교원대학교
B000007980,도리초등학교,초등학교,1946-12-01,공립,본교,운영,제주특별자치도 제주시 도두일동 2430-1,제주특별자치도 제주시 도리로 129,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.5018561661,126.4654959465,2021-03-25,7001220,한국교원대학교
B000002915,대구장산초등학교,초등학교,1999-05-04,공립,본교,운영,대구광역시 달서구 용산동 957,대구광역시 달서구 장산로 30,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8548374202,128.5265017727,2021-03-25,7001220,한국교원대학교
B000004971,철암초등학교,초등학교,1941-11-11,공립,본교,운영,강원도 태백시 철암동 341-3,강원도 태백시 동태백로 584,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-22,37.1217467491,129.0429224234,2021-03-25,7001220,한국교원대학교
B000011808,부산해사고등학교,고등학교,1978-03-27,국립,본교,운영,부산광역시 영도구 동삼동 1167,부산광역시 영도구 해양로 425,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.0741904987,129.0770175149,2021-03-25,7001220,한국교원대학교
B000005287,수곡초등학교,초등학교,1995-03-02,공립,본교,운영,충청북도 청주시 서원구 수곡동 779,충청북도 청주시 서원구 수곡로 73,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.6183643661,127.4711256374,2021-03-25,7001220,한국교원대학교
B000002841,대구칠곡초등학교,초등학교,1912-04-01,공립,본교,운영,대구광역시 북구 읍내동 794,대구광역시 북구 칠곡중앙대로110길 5,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.9451708689,128.5517244,2021-03-25,7001220,한국교원대학교
B000008928,광주화정중학교,중학교,1979-09-01,공립,본교,운영,광주광역시 서구 화정동 647-7,광주광역시 서구 화운로 53,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1441252947,126.8823690931,2021-03-25,7001220,한국교원대학교
B000012097,혜광고등학교,고등학교,1955-03-29,사립,본교,운영,부산광역시 중구 보수동1가 2-420,부산광역시 중구 망양로259번길 5,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1087998229,129.0246054036,2021-03-25,7001220,한국교원대학교
B000005089,봉래초등학교,초등학교,1946-05-20,공립,본교,운영,강원도 영월군 영월읍 덕포리 557,강원도 영월군 영월읍 중앙로 168-17,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1771174714,128.4749780677,2021-03-25,7001220,한국교원대학교
B000009832,영월중학교,중학교,1946-09-18,공립,본교,운영,강원도 영월군 영월읍 영흥리 716-1,강원도 영월군 영월읍 오무개길 51,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1905944289,128.4711873761,2021-03-25,7001220,한국교원대학교
B000002129,서울가원초등학교,초등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.4894421482,127.1110273898,2021-03-25,7001220,한국교원대학교
B000022744,모전중학교,중학교,2014-03-01,공립,본교,운영,부산광역시 기장군 정관읍 모전리 720,부산광역시 기장군 정관읍 정관1로 9,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.3381187312,129.1621538,2021-03-25,7001220,한국교원대학교
B000008313,목동중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5209571978,126.8714631,2021-03-25,7001220,한국교원대학교
B000012405,울산제일고등학교,고등학교,1988-03-01,사립,본교,운영,울산광역시 남구 옥동 910-1,울산광역시 남구 남부순환도로 107,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5425894389,129.2681645,2021-03-25,7001220,한국교원대학교
B000003548,울산중앙초등학교,초등학교,1972-03-11,공립,본교,운영,울산광역시 남구 신정동 592-2,울산광역시 남구 돋질로91번길 34,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5411434445,129.3155287208,2021-03-25,7001220,한국교원대학교
B000009729,봄내중학교,중학교,1934-04-10,공립,본교,운영,강원도 춘천시 효자동 214-4,강원도 춘천시 공지로200번길 36,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.8654675364,127.7407637,2021-03-25,7001220,한국교원대학교
B000012774,육민관고등학교,고등학교,1946-03-15,사립,본교,운영,강원도 원주시 흥업면 흥업리 751,강원도 원주시 흥업면 북원로 1800,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3093635674,127.9184855025,2021-03-25,7001220,한국교원대학교
B000012412,남목고등학교,고등학교,2008-03-01,공립,본교,운영,울산광역시 동구 서부동 728,울산광역시 동구 방어진순환도로 1200,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.5380104249,129.4187517071,2021-03-25,7001220,한국교원대학교
B000005372,가덕초등학교,초등학교,1922-05-11,공립,본교,운영,충청북도 청주시 상당구 가덕면 병암리 125,충청북도 청주시 상당구 가덕면 단재로 1448,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.5779265039,127.5784827167,2021-03-25,7001220,한국교원대학교
B000008258,오륜중학교,중학교,1989-04-18,공립,본교,운영,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.5163239460,127.1389238324,2021-03-25,7001220,한국교원대학교
B000002791,대구범일초등학교,초등학교,1992-07-25,공립,본교,운영,대구광역시 수성구 범물동 1364,대구광역시 수성구 범안로4길 22,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8163164582,128.6388283947,2021-03-25,7001220,한국교원대학교
B000002789,대구복명초등학교,초등학교,1926-04-10,공립,본교,운영,대구광역시 수성구 범물동 1293,대구광역시 수성구 범안로20길 8,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8176268020,128.6472131311,2021-03-25,7001220,한국교원대학교
B000005919,안중초등학교,초등학교,1948-02-24,공립,본교,운영,충청남도 태안군 안면읍 중장리 653,충청남도 태안군 안면읍 율포길 31,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2020-09-22,36.4740116873,126.3722966978,2021-03-25,7001220,한국교원대학교
B000003415,대전중원초등학교,초등학교,1991-04-06,공립,본교,운영,대전광역시 대덕구 중리동 371-5,대전광역시 대덕구 중리로64번길 45,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3658142021,127.4280276844,2021-03-25,7001220,한국교원대학교
B000025444,용아초등학교,초등학교,2020-09-01,공립,본교,운영,충청북도 청주시 상당구 용암동 236-6,충청북도 청주시 상당구 중고개로142번길 32-15,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-12-08,36.61822602,127.5225275,2021-03-25,7001220,한국교원대학교
B000011838,광주자동화설비공업고등학교,고등학교,1979-03-08,공립,본교,운영,광주광역시 광산구 우산동 1084,광주광역시 광산구 사암로92번길 136-26,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2021-03-23,35.1500209355,126.8140920883,2021-03-25,7001220,한국교원대학교
B000011362,부산디지털고등학교,고등학교,1954-03-24,사립,본교,운영,부산광역시 중구 영주동 446-2,부산광역시 중구 망양로 356,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1088542935,129.0324467180,2021-03-25,7001220,한국교원대학교
B000004967,통리초등학교,초등학교,1959-04-06,공립,본교,운영,강원도 태백시 통동 69-8,강원도 태백시 통골2길 9,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-22,37.1667352748,129.0354652160,2021-03-25,7001220,한국교원대학교
B000002261,서울반포초등학교,초등학교,1974-03-20,공립,본교,운영,서울특별시 서초구 반포동 937,서울특별시 서초구 신반포로 55-4,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5024848344,126.9917415829,2021-03-25,7001220,한국교원대학교
B000004104,시흥장현초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 시흥시 장현동 169-6,경기도 시흥시 시청로80번길 5,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.3817577837,126.7991022104,2021-03-25,7001220,한국교원대학교
B000006985,안강초등학교,초등학교,1946-02-01,공립,본교,운영,경상북도 경주시 안강읍 안강리 398-1,경상북도 경주시 안강읍 비화원로 34,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2020-09-22,35.9911290515,129.2291697,2021-03-25,7001220,한국교원대학교
B000002704,반안초등학교,초등학교,2002-03-01,공립,본교,운영,부산광역시 해운대구 반여동 1164-6,부산광역시 해운대구 명장로67번길 40-42,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.20293351,129.1132301926,2021-03-25,7001220,한국교원대학교
B000024106,대구봉무초등학교,초등학교,2013-05-22,공립,본교,운영,대구광역시 동구 봉무동 1527,대구광역시 동구 팔공로53길 30,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.9258001678,128.6374377,2021-03-25,7001220,한국교원대학교
B000013540,성신고등학교,고등학교,1988-03-03,사립,본교,운영,울산광역시 중구 복산동 352-2,울산광역시 중구 성신고교길 26,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.5627065645,129.3278415304,2021-03-25,7001220,한국교원대학교
B000011399,대구공업고등학교,고등학교,1925-04-01,공립,본교,운영,대구광역시 동구 신암동 811,대구광역시 동구 대현로 135,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8832126690,128.6141702084,2021-03-25,7001220,한국교원대학교
B000002750,대구동촌초등학교,초등학교,1945-11-23,공립,본교,운영,대구광역시 동구 방촌동 1047,대구광역시 동구 동촌로 168,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8820279408,128.6589293128,2021-03-25,7001220,한국교원대학교
B000002764,대구효동초등학교,초등학교,1990-05-17,공립,본교,운영,대구광역시 동구 효목동 212-10,대구광역시 동구 효동로 78-7,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8841262685,128.6447693,2021-03-25,7001220,한국교원대학교
B000022623,제석초등학교,초등학교,2015-03-01,공립,본교,운영,경상남도 통영시 광도면 죽림리 1583,경상남도 통영시 광도면 신죽1길 27,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2020-09-22,34.87573861,128.4165396828,2021-03-25,7001220,한국교원대학교
B000009392,송운중학교,중학교,1996-03-01,공립,본교,운영,경기도 시흥시 정왕동 1875-4,경기도 시흥시 옥구천동로 433-11,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.3594106674,126.7314079689,2021-03-25,7001220,한국교원대학교
B000002531,운산초등학교,초등학교,1989-05-06,공립,본교,운영,부산광역시 남구 용호동 776,부산광역시 남구 용호로269번길 89,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1102037421,129.1152251850,2021-03-25,7001220,한국교원대학교
B000012100,경남고등학교,고등학교,1942-04-30,공립,본교,운영,부산광역시 서구 동대신동3가 1-1,부산광역시 서구 망양로111번길 65,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1201981032,129.0200403798,2021-03-25,7001220,한국교원대학교
B000002543,용호초등학교,초등학교,1963-12-15,공립,본교,운영,부산광역시 남구 용호동 75-1,부산광역시 남구 용호로42번길 94,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1224792977,129.1089859676,2021-03-25,7001220,한국교원대학교
B000011009,용원중학교,중학교,2009-03-01,공립,본교,운영,경상남도 창원시 진해구 용원동 1231,경상남도 창원시 진해구 용원로77번길 16,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.0996550449,128.8179931624,2021-03-25,7001220,한국교원대학교
B000011848,울산예술고등학교,고등학교,1993-03-09,사립,본교,운영,울산광역시 울주군 웅촌면 대복리 475-1,울산광역시 울주군 웅촌면 웅촌로 621-6,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.4818641003,129.2162737750,2021-03-25,7001220,한국교원대학교
B000025316,신용중학교,중학교,2014-03-01,공립,본교,운영,광주광역시 북구 신용동 672,광주광역시 북구 첨단연신로133번길 32,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.2107844988,126.8609609479,2021-03-25,7001220,한국교원대학교
B000009731,강원체육중학교,중학교,2005-03-02,공립,본교,운영,강원도 춘천시 송암동 129-1,강원도 춘천시 자라우새길 126,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.8591222889,127.6948040314,2021-03-25,7001220,한국교원대학교
B000009833,봉래중학교,중학교,1982-03-05,공립,본교,운영,강원도 영월군 영월읍 덕포리 374,강원도 영월군 영월읍 중리1길 172-17,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.1816281828,128.4858655436,2021-03-25,7001220,한국교원대학교
B000003478,학하초등학교,초등학교,1963-04-20,공립,본교,운영,대전광역시 유성구 학하동 576,대전광역시 유성구 진잠옛로 165,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.3345413234,127.3118275882,2021-03-25,7001220,한국교원대학교
B000003264,유촌초등학교,초등학교,1998-03-01,공립,본교,운영,광주광역시 서구 쌍촌동 1320-2,광주광역시 서구 내방로 153,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.1591400407,126.8579562866,2021-03-25,7001220,한국교원대학교
B000002438,부민초등학교,초등학교,1921-10-15,공립,본교,운영,부산광역시 서구 부용동2가 11,부산광역시 서구 고운들로 12,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.1059700795,129.0199210598,2021-03-25,7001220,한국교원대학교
B000008640,동촌중학교,중학교,1979-03-01,공립,본교,운영,대구광역시 동구 방촌동 1047-4,대구광역시 동구 동촌로 176,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8824165345,128.6596318099,2021-03-25,7001220,한국교원대학교
B000004955,북삼초등학교,초등학교,1946-01-24,공립,본교,운영,강원도 동해시 지흥동 124-1,강원도 동해시 지양길 77,7800000,강원도교육청,7841000,강원도동해교육지원청,2013-11-29,2020-09-22,37.4956557859,129.1009681324,2021-03-25,7001220,한국교원대학교
